(scienceqa, train:1, text, single-hop)
(hotpotqa, train:5ab9cee755429939ce03dc29, text, multi-hop)
(hotpotqa, train:5ae13f8155429901ffe4ae23, text, multi-hop)
(hotpotqa, train:5a88ec055542997e5c09a6cc, text, multi-hop)
(hotpotqa, train:5a8d4e735542994ba4e3dc62, text, multi-hop)
(hotpotqa, train:5a7395bf554299623ed4ac06, text, multi-hop)
(hotpotqa, train:5ac4f32e5542996feb3fe99b, text, multi-hop)
(hotpotqa, train:5ab8406d5542990e739ec895, text, multi-hop)
(hotpotqa, train:5ab2bc0b554299166977407b, text, single-hop)
(hotpotqa, train:5ae4b1785542995dadf243b8, text, multi-hop)
(hotpotqa, train:5a7f69d35542995d8a8dde5d, text, multi-hop)
(hotpotqa, train:5a75f54c55429976ec32bcbf, text, multi-hop)
(hotpotqa, train:5adfd4da55429906c02daa5a, text, multi-hop)
(hotpotqa, train:5ae3fe1e5542996836b02c06, text, multi-hop)
(hotpotqa, train:5a8a7b9255429930ff3c0df2, text, single-hop)
(hotpotqa, train:5a88aa7e5542994846c1ceae, text, single-hop)
(hotpotqa, train:5adc7f08554299438c868dc2, text, multi-hop)
(hotpotqa, train:5ab7f5c35542992aa3b8c892, text, multi-hop)
(hotpotqa, train:5a7add2155429931da12c971, text, multi-hop)
(hotpotqa, train:5a72e9265542992359bc31cd, text, multi-hop)
(hotpotqa, train:5ae7d8035542993210983f86, text, multi-hop)
(hotpotqa, train:5abdb56655429965af743df7, text, multi-hop)
(hotpotqa, train:5adeea345542995ec70e8f43, text, single-hop)
(hotpotqa, train:5adc887c554299438c868ddf, text, multi-hop)
(hotpotqa, train:5a75604f5542992d0ec05f75, text, single-hop)
(hotpotqa, train:5ae15d365542990adbacf76f, text, multi-hop)
(hotpotqa, train:5a8daeae554299068b959d9b, text, multi-hop)
(hotpotqa, train:5a79addd5542994bb9457037, text, multi-hop)
(hotpotqa, train:5a7cf3bb55429907fabef05a, text, single-hop)
(hotpotqa, train:5ae10e1755429901ffe4ad30, text, multi-hop)
(hotpotqa, train:5a8b1aa85542996c9b8d5fa0, text, multi-hop)
(hotpotqa, train:5a8f75fe5542992414482ad4, text, single-hop)
(hotpotqa, train:5ab43a725542991779162c20, text, single-hop)
(hotpotqa, train:5a72a6275542991f9a20c554, text, multi-hop)
(hotpotqa, train:5a78f75055429974737f792a, text, multi-hop)
(hotpotqa, train:5ab85f435542992aa3b8c8c9, text, multi-hop)
(hotpotqa, train:5ae78aff554299540e5a55df, text, multi-hop)
(hotpotqa, train:5ac409a35542997ea680c9b9, text, single-hop)
(hotpotqa, train:5a88db03554299206df2b37f, text, single-hop)
(hotpotqa, train:5ab96593554299131ca42326, text, single-hop)
(hotpotqa, train:5a7646675542992d0ec06085, text, single-hop)
(hotpotqa, train:5a7146965542994082a3e746, text, multi-hop)
(hotpotqa, train:5a892caf554299669944a4e5, text, single-hop)
(hotpotqa, train:5ae3782f5542990afbd1e16d, text, multi-hop)
(hotpotqa, train:5ae1ce02554299492dc91b8f, text, multi-hop)
(hotpotqa, train:5a7630cb554299109176e6af, text, single-hop)
(hotpotqa, train:5add85bb5542997545bbbd62, text, single-hop)
(hotpotqa, train:5ae1bece5542997f29b3c100, text, multi-hop)
(hotpotqa, train:5a76df125542994aec3b718e, text, multi-hop)
(hotpotqa, train:5a8c5d515542996e8ac88a7f, text, multi-hop)
(hotpotqa, train:5ab900a655429934fafe6e38, text, multi-hop)
(hotpotqa, train:5ab58caa554299637185c5c4, text, single-hop)
(hotpotqa, train:5abcfec155429965836004e7, text, single-hop)
(hotpotqa, train:5ac1125e554299294b219091, text, single-hop)
(hotpotqa, train:5a8c8971554299653c1aa0b3, text, multi-hop)
(hotpotqa, train:5a90729555429916514e74c5, text, multi-hop)
(hotpotqa, train:5ae5c3385542992663a4f219, text, multi-hop)
(hotpotqa, train:5ac2ea455542990b17b154a3, text, multi-hop)
(hotpotqa, train:5a7c41925542996dd594b8ee, text, multi-hop)
(hotpotqa, train:5a7290af5542991f9a20c4ef, text, single-hop)
(hotpotqa, train:5ae4a1cf5542995ad6573dd5, text, single-hop)
(hotpotqa, train:5a7172565542994082a3e839, text, single-hop)
(hotpotqa, train:5ae4a2295542995ad6573ddb, text, multi-hop)
(hotpotqa, train:5adbd0965542994650320bf3, text, multi-hop)
(hotpotqa, train:5ae65f5f5542996d980e7b26, text, multi-hop)
(hotpotqa, train:5a8ad99a55429950cd6afbaf, text, multi-hop)
(hotpotqa, train:5abfa69c5542997ec76fd41a, text, multi-hop)
(hotpotqa, train:5ae715cd5542995703ce8bcb, text, multi-hop)
(hotpotqa, train:5a751ef55542993748c897c0, text, single-hop)
(hotpotqa, train:5a77f4f35542995d83181336, text, multi-hop)
(hotpotqa, train:5ade6363554299728e26c70c, text, multi-hop)
(hotpotqa, train:5a803ad55542996402f6a48b, text, multi-hop)
(hotpotqa, train:5a7cd8e9554299683c1c639c, text, single-hop)
(hotpotqa, train:5ac3df0b5542995c82c4ac6c, text, multi-hop)
(hotpotqa, train:5ae7d36c5542993210983f65, text, multi-hop)
(hotpotqa, train:5a7759085542993569682d5f, text, multi-hop)
(hotpotqa, train:5a8f8f7255429918e830d262, text, multi-hop)
(hotpotqa, train:5ab8808155429916710eb075, text, multi-hop)
(hotpotqa, train:5ac123b2554299294b2190b7, text, multi-hop)
(hotpotqa, train:5addfc3c5542997545bbbde0, text, multi-hop)
(hotpotqa, train:5ac12f9c5542994d76dccdad, text, multi-hop)
(hotpotqa, train:5ab89c335542991b5579efc1, text, multi-hop)
(hotpotqa, train:5a85c3515542997175ce2014, text, multi-hop)
(hotpotqa, train:5a7d4c475542991319bc9394, text, single-hop)
(hotpotqa, train:5a77531955429966f1a36d02, text, multi-hop)
(hotpotqa, train:5a8cd49d554299441c6b9f18, text, multi-hop)
(hotpotqa, train:5a7916f855429974737f797d, text, multi-hop)
(hotpotqa, train:5a83bff65542996488c2e4ac, text, multi-hop)
(hotpotqa, train:5ab56907554299494045efb2, text, multi-hop)
(hotpotqa, train:5ab90f2d55429934fafe6e55, text, multi-hop)
(hotpotqa, train:5a754a775542993748c89818, text, multi-hop)
(hotpotqa, train:5a89e31e5542992e4fca8447, text, multi-hop)
(hotpotqa, train:5adf2b5e5542993a75d2640d, text, multi-hop)
(hotpotqa, train:5abd6f3a55429933744ab7d6, text, multi-hop)
(hotpotqa, train:5ab515b75542991779162d74, text, multi-hop)
(hotpotqa, train:5adf21635542993344016bf1, text, multi-hop)
(hotpotqa, train:5ab2afb355429929539467f8, text, multi-hop)
(hotpotqa, train:5ab40a1555429976abd1bd40, text, multi-hop)
(hotpotqa, train:5a8582b15542991dd0999e62, text, multi-hop)
(hotpotqa, train:5a7c2754554299683c1c62d9, text, multi-hop)
(hotpotqa, train:5abee8a65542994516f4547a, text, multi-hop)
(hotpotqa, train:5a776e055542993569682da6, text, multi-hop)
(hotpotqa, train:5a8e2f845542995a26add47b, text, multi-hop)
(hotpotqa, train:5ae0ba5855429924de1b7159, text, multi-hop)
(hotpotqa, train:5ab528f15542996a3a96a044, text, single-hop)
(hotpotqa, train:5ab93067554299131ca422af, text, multi-hop)
(hotpotqa, train:5ae493ed5542995dadf24349, text, multi-hop)
(hotpotqa, train:5a7c0c515542997c3ec972d0, text, multi-hop)
(hotpotqa, train:5a884c735542997e5c09a5ba, text, single-hop)
(hotpotqa, train:5ae3604b5542992e3233c3c7, text, multi-hop)
(hotpotqa, train:5a7b64c755429927d897bfa8, text, multi-hop)
(hotpotqa, train:5add537e5542995b365fab0f, text, multi-hop)
(hotpotqa, train:5ab4d67355429942dd415f93, text, multi-hop)
(hotpotqa, train:5ae05bb355429924de1b70ac, text, multi-hop)
(hotpotqa, train:5a85fcac5542994775f606e5, text, multi-hop)
(hotpotqa, train:5ab9a507554299743d22eb88, text, multi-hop)
(hotpotqa, train:5add98165542990dbb2f7e80, text, multi-hop)
(hotpotqa, train:5a724e845542990c210a40e6, text, multi-hop)
(hotpotqa, train:5ae811f25542994a481bbea4, text, multi-hop)
(hotpotqa, train:5ae380685542992f92d822eb, text, multi-hop)
(hotpotqa, train:5adf4e6e5542995ec70e8fbc, text, multi-hop)
(hotpotqa, train:5adcc6685542994d58a2f6c8, text, single-hop)
(hotpotqa, train:5a825098554299676cceb259, text, multi-hop)
(hotpotqa, train:5ae231225542994d89d5b38a, text, multi-hop)
(hotpotqa, train:5ab428e155429942dd415e9f, text, multi-hop)
(hotpotqa, train:5a70f55f5542994082a3e43f, text, single-hop)
(hotpotqa, train:5a8f53445542992414482a4d, text, multi-hop)
(hotpotqa, train:5add1e78554299473435385b, text, multi-hop)
(hotpotqa, train:5ade917c5542997c77adee57, text, single-hop)
(hotpotqa, train:5ab83cfc55429934fafe6d29, text, single-hop)
(hotpotqa, train:5a8cf5ef554299585d9e3784, text, multi-hop)
(hotpotqa, train:5ae71083554299572ea546ac, text, multi-hop)
(hotpotqa, train:5ac34aa45542995ef918c17b, text, multi-hop)
(hotpotqa, train:5adbf23a55429944faac23c5, text, multi-hop)
(hotpotqa, train:5a747a9d55429929fddd8445, text, single-hop)
(hotpotqa, train:5ac432a35542995c82c4ace8, text, multi-hop)
(hotpotqa, train:5adc70925542994650320d02, text, single-hop)
(hotpotqa, train:5adf82a05542993344016ca5, text, multi-hop)
(hotpotqa, train:5ac2fef25542996773102675, text, multi-hop)
(hotpotqa, train:5ae1b66b554299234fd042cf, text, multi-hop)
(hotpotqa, train:5a7a65795542990783324f42, text, single-hop)
(hotpotqa, train:5ac2055a55429964131be2ba, text, multi-hop)
(hotpotqa, train:5ae5ecd255429929b0807a16, text, multi-hop)
(hotpotqa, train:5ab5b65d554299637185c5e1, text, multi-hop)
(hotpotqa, train:5a7cb3d25542996dd594b999, text, multi-hop)
(hotpotqa, train:5ab3b55b554299753aec59bf, text, multi-hop)
(hotpotqa, train:5a7a5d175542996c55b2dd7d, text, multi-hop)
(hotpotqa, train:5a7d15495542995ed0d165dc, text, multi-hop)
(hotpotqa, train:5a8b503855429971feec46b5, text, multi-hop)
(hotpotqa, train:5a793cfb5542994bb9456fc8, text, multi-hop)
(hotpotqa, train:5ab2bbe8554299545a2cfa3d, text, multi-hop)
(hotpotqa, train:5ae5386a5542992663a4f17e, text, multi-hop)
(hotpotqa, train:5ab6160d554299637185c660, text, multi-hop)
(hotpotqa, train:5ab3dc90554299753aec59d1, text, multi-hop)
(hotpotqa, train:5a877f475542996e4f30880b, text, single-hop)
(hotpotqa, train:5a8b093a55429949d91db471, text, multi-hop)
(hotpotqa, train:5a7137885542994082a3e683, text, multi-hop)
(hotpotqa, train:5add1be75542994734353850, text, multi-hop)
(hotpotqa, train:5a89dba555429946c8d6e9e6, text, multi-hop)
(hotpotqa, train:5ae1fec25542997283cd231c, text, multi-hop)
(hotpotqa, train:5ab5760c5542997d4ad1f137, text, multi-hop)
(hotpotqa, train:5ae27f115542996483e649c4, text, multi-hop)
(hotpotqa, train:5add40865542990dbb2f7e00, text, multi-hop)
(hotpotqa, train:5a834dae5542996488c2e404, text, single-hop)
(hotpotqa, train:5abd94b855429924427fd060, text, multi-hop)
(hotpotqa, train:5a77950c5542995d831811f7, text, multi-hop)
(hotpotqa, train:5ade9a14554299728e26c760, text, multi-hop)
(hotpotqa, train:5ae7803e554299540e5a55cf, text, multi-hop)
(hotpotqa, train:5ab841a755429934fafe6d3e, text, multi-hop)
(hotpotqa, train:5ac40e555542997ea680c9c2, text, multi-hop)
(hotpotqa, train:5ade06a55542995b365fabd0, text, single-hop)
(hotpotqa, train:5a7c895d55429935c91b51ff, text, multi-hop)
(hotpotqa, train:5ae73dde5542991e8301cc32, text, multi-hop)
(hotpotqa, train:5a80a756554299485f59867d, text, multi-hop)
(hotpotqa, train:5ab2662e554299340b5254b3, text, multi-hop)
(hotpotqa, train:5ae7188e554299572ea546d5, text, multi-hop)
(hotpotqa, train:5a81cc055542990a1d231ec8, text, multi-hop)
(hotpotqa, train:5a7916b255429974737f797b, text, multi-hop)
(hotpotqa, train:5ae2b8755542994d89d5b43d, text, single-hop)
(hotpotqa, train:5ab1ef78554299449642c813, text, multi-hop)
(hotpotqa, train:5ae190ef554299234fd04295, text, multi-hop)
(hotpotqa, train:5abe9ed45542997ec76fd32a, text, multi-hop)
(hotpotqa, train:5ae0e2f35542993d6555ec80, text, multi-hop)
(hotpotqa, train:5ab8561d55429919ba4e22ae, text, single-hop)
(hotpotqa, train:5ab773165542995dae37e921, text, single-hop)
(hotpotqa, train:5abfb0075542997ec76fd433, text, multi-hop)
(hotpotqa, train:5ade82cb55429975fa854ee4, text, multi-hop)
(hotpotqa, train:5ab6fc615542991d32223711, text, multi-hop)
(hotpotqa, train:5a848d015542992a431d1a51, text, multi-hop)
(hotpotqa, train:5ab8fc4d5542991b5579f0b5, text, multi-hop)
(hotpotqa, train:5a72acc15542994cef4bc3cd, text, multi-hop)
(hotpotqa, train:5adce0ef5542992c1e3a2451, text, multi-hop)
(hotpotqa, train:5adbe57c554299438c868cd0, text, multi-hop)
(hotpotqa, train:5a77cca85542995d831812e7, text, multi-hop)
(hotpotqa, train:5a7631265542992d0ec0605f, text, multi-hop)
(hotpotqa, train:5a7339625542994cef4bc4dc, text, multi-hop)
(hotpotqa, train:5a77dfe755429949eeb29f89, text, multi-hop)
(hotpotqa, train:5ade2bae55429939a52fe84d, text, multi-hop)
(hotpotqa, train:5adea85b55429939a52fe92a, text, multi-hop)
(hotpotqa, train:5a82ec2b55429966c78a6a9d, text, multi-hop)
(hotpotqa, train:5add11315542992c1e3a2532, text, multi-hop)
(hotpotqa, train:5abc6a31554299700f9d78b8, text, single-hop)
(hotpotqa, train:5a8a497055429930ff3c0d6c, text, multi-hop)
(hotpotqa, train:5a890bef554299515336127a, text, multi-hop)
(hotpotqa, train:5ae5c125554299546bf82f4a, text, multi-hop)
(hotpotqa, train:5a89367b554299669944a50b, text, multi-hop)
(hotpotqa, train:5a73f7595542993a88ae2eca, text, multi-hop)
(hotpotqa, train:5ae499bd5542995dadf2436d, text, multi-hop)
(hotpotqa, train:5ae73caf5542991e8301cc22, text, multi-hop)
(hotpotqa, train:5ab442d355429942dd415f00, text, multi-hop)
(hotpotqa, train:5ac45737554299076e296d9b, text, multi-hop)
(hotpotqa, train:5ac31008554299741d48a19a, text, multi-hop)
(hotpotqa, train:5ac035c75542996f0d89cb61, text, multi-hop)
(hotpotqa, train:5ac3d2c2554299741d48a331, text, multi-hop)
(hotpotqa, train:5ab5e1f35542997d4ad1f221, text, multi-hop)
(hotpotqa, train:5ab39814554299233954ff62, text, multi-hop)
(hotpotqa, train:5a76380855429976ec32bd7c, text, multi-hop)
(hotpotqa, train:5ab4c32d55429942dd415f86, text, multi-hop)
(hotpotqa, train:5ac3e8445542997ea680c991, text, single-hop)
(hotpotqa, train:5ae20daf5542994d89d5b323, text, single-hop)
(hotpotqa, train:5a7df6ec5542991319bc9418, text, multi-hop)
(hotpotqa, train:5a84fb115542991dd0999e39, text, single-hop)
(hotpotqa, train:5aba330c554299232ef4a270, text, multi-hop)
(hotpotqa, train:5ab29e99554299545a2cf9de, text, multi-hop)
(hotpotqa, train:5a73bc4855429908901be325, text, single-hop)
(hotpotqa, train:5ae3775e5542992e3233c40b, text, multi-hop)
(hotpotqa, train:5a80acbd5542996402f6a5e3, text, multi-hop)
(hotpotqa, train:5a8462445542992ef85e23d6, text, single-hop)
(hotpotqa, train:5ae6145b5542996de7b71b2f, text, multi-hop)
(hotpotqa, train:5a73ee995542993a88ae2e9e, text, single-hop)
(hotpotqa, train:5a7cfbdb55429909bec768db, text, multi-hop)
(hotpotqa, train:5ae74e215542997b22f6a6a3, text, multi-hop)
(hotpotqa, train:5a8482c95542997175ce1eda, text, multi-hop)
(hotpotqa, train:5a7a01015542996c55b2dccd, text, multi-hop)
(hotpotqa, train:5a78cbb6554299029c4b5e98, text, multi-hop)
(hotpotqa, train:5ac3b78855429939154138d9, text, multi-hop)
(hotpotqa, train:5ab6e35c5542995eadef00e0, text, multi-hop)
(hotpotqa, train:5a70f5065542994082a3e43a, text, multi-hop)
(hotpotqa, train:5a7ca32455429935c91b5276, text, multi-hop)
(hotpotqa, train:5a823e215542990a1d231f74, text, multi-hop)
(hotpotqa, train:5abc05a855429965836003ea, text, single-hop)
(hotpotqa, train:5a760c075542994ccc91869c, text, multi-hop)
(hotpotqa, train:5ae204a0554299234fd0439c, text, multi-hop)
(hotpotqa, train:5ab577c2554299637185c5a8, text, single-hop)
(hotpotqa, train:5a7d084a554299683c1c6410, text, single-hop)
(hotpotqa, train:5adfb057554299603e418367, text, multi-hop)
(hotpotqa, train:5adfa304554299025d62a310, text, multi-hop)
(hotpotqa, train:5a8ba9015542996e8ac88993, text, multi-hop)
(hotpotqa, train:5a7f89cc5542994857a76776, text, multi-hop)
(hotpotqa, train:5ae3189455429928c42395e6, text, multi-hop)
(hotpotqa, train:5adce6745542992c1e3a2486, text, single-hop)
(hotpotqa, train:5ab872b455429934fafe6dbf, text, multi-hop)
(hotpotqa, train:5abb16ce5542992ccd8e7f0f, text, multi-hop)
(hotpotqa, train:5a8b7c915542995d1e6f13ba, text, single-hop)
(hotpotqa, train:5ab28296554299340b5254ef, text, multi-hop)
(hotpotqa, train:5ae3df0a5542992e3233c48b, text, multi-hop)
(hotpotqa, train:5ab4316255429942dd415ece, text, multi-hop)
(hotpotqa, train:5a8b3b5455429949d91db4f5, text, multi-hop)
(hotpotqa, train:5ac04c495542996f0d89cb86, text, multi-hop)
(hotpotqa, train:5ab9152355429919ba4e2398, text, single-hop)
(hotpotqa, train:5a778f9f5542992a6e59def1, text, multi-hop)
(hotpotqa, train:5a7a82925542995eb53be854, text, multi-hop)
(hotpotqa, train:5ae72cf35542991e8301cb96, text, multi-hop)
(hotpotqa, train:5abc0fae5542993a06baf83f, text, multi-hop)
(hotpotqa, train:5a77eb5a5542992a6e59dff3, text, multi-hop)
(hotpotqa, train:5ab95a8d55429970cfb8ea84, text, multi-hop)
(hotpotqa, train:5adeabbe55429975fa854f60, text, multi-hop)
(hotpotqa, train:5ae6c18355429908198fa6af, text, multi-hop)
(hotpotqa, train:5a73ce8255429905862fe0c7, text, multi-hop)
(hotpotqa, train:5ab310b3554299753aec592f, text, multi-hop)
(hotpotqa, train:5ab91ef7554299753720f709, text, multi-hop)
(hotpotqa, train:5ae70092554299572ea54679, text, multi-hop)
(hotpotqa, train:5ab682345542995eadef001a, text, multi-hop)
(hotpotqa, train:5a7cbafc5542990527d5551a, text, multi-hop)
(hotpotqa, train:5a777c1455429967ab1051c3, text, multi-hop)
(hotpotqa, train:5ae365de5542991a06ce99b7, text, multi-hop)
(hotpotqa, train:5ab5cf53554299488d4d9a38, text, multi-hop)
(hotpotqa, train:5a8716de55429960ec39b735, text, multi-hop)
(hotpotqa, train:5ac05c005542992a796dece3, text, multi-hop)
(hotpotqa, train:5a79a36b55429970f5fffeae, text, multi-hop)
(hotpotqa, train:5ac114575542992a796dedcc, text, multi-hop)
(hotpotqa, train:5a9069aa55429916514e74b4, text, multi-hop)
(hotpotqa, train:5ae3641e5542992e3233c3d6, text, multi-hop)
(hotpotqa, train:5ac27b6d55429963665199d7, text, multi-hop)
(hotpotqa, train:5a758bed5542992d0ec05fb3, text, multi-hop)
(hotpotqa, train:5a884f5d5542997e5c09a5c9, text, multi-hop)
(hotpotqa, train:5a7b6d045542997c3ec97168, text, multi-hop)
(hotpotqa, train:5a904adc5542995651fb510c, text, single-hop)
(hotpotqa, train:5abd8cea5542996e802b47bf, text, multi-hop)
(hotpotqa, train:5a8938f355429951533612ea, text, single-hop)
(hotpotqa, train:5a8505c75542994c784ddad9, text, multi-hop)
(hotpotqa, train:5a8baeef5542996e8ac889bf, text, multi-hop)
(hotpotqa, train:5ab704fe554299110f219a95, text, multi-hop)
(hotpotqa, train:5a90be4d55429916514e754d, text, multi-hop)
(hotpotqa, train:5ab92c4b554299753720f76e, text, multi-hop)
(hotpotqa, train:5a79bc235542994bb9457048, text, multi-hop)
(hotpotqa, train:5ae31d4c5542991a06ce992a, text, multi-hop)
(hotpotqa, train:5addffba5542997dc7907113, text, multi-hop)
(hotpotqa, train:5ac547045542994611c8b488, text, single-hop)
(hotpotqa, train:5ab94fc4554299753720f7f0, text, multi-hop)
(hotpotqa, train:5a7dc8c25542990b8f503a9e, text, multi-hop)
(hotpotqa, train:5adc956a5542990d50227caf, text, multi-hop)
(hotpotqa, train:5adc73555542994650320d0a, text, multi-hop)
(hotpotqa, train:5a75e57955429976ec32bc83, text, multi-hop)
(hotpotqa, train:5a77925b5542992a6e59df02, text, multi-hop)
(hotpotqa, train:5a79e8b5554299029c4b5f86, text, multi-hop)
(hotpotqa, train:5ae31f8b5542992decbdcde3, text, multi-hop)
(hotpotqa, train:5a8dc5b4554299441c6ba088, text, multi-hop)
(hotpotqa, train:5adc46ed55429944faac24b3, text, multi-hop)
(hotpotqa, train:5ae1daa3554299492dc91ba5, text, multi-hop)
(hotpotqa, train:5a796dfb55429970f5fffead, text, multi-hop)
(hotpotqa, train:5a837fa45542993344746023, text, multi-hop)
(hotpotqa, train:5a864daf5542991e77181609, text, single-hop)
(hotpotqa, train:5a866b635542991e7718164e, text, multi-hop)
(hotpotqa, train:5a8ba04155429971feec473d, text, single-hop)
(hotpotqa, train:5ac3121b5542995ef918c0e3, text, multi-hop)
(hotpotqa, train:5a8395d05542992ef85e231c, text, multi-hop)
(hotpotqa, train:5adf8e735542992d7e9f9398, text, single-hop)
(hotpotqa, train:5ab85f7c55429934fafe6d8d, text, multi-hop)
(hotpotqa, train:5a9051105542995651fb5133, text, single-hop)
(hotpotqa, train:5ae1102b554299422ee995f0, text, single-hop)
(hotpotqa, train:5ab96613554299743d22eb57, text, multi-hop)
(hotpotqa, train:5a80e68855429938b6142240, text, single-hop)
(hotpotqa, train:5a8ce723554299441c6b9f69, text, multi-hop)
(hotpotqa, train:5adf88e25542993344016cd6, text, single-hop)
(hotpotqa, train:5ac428825542997ea680ca13, text, multi-hop)
(hotpotqa, train:5ab2db9f554299166977410f, text, multi-hop)
(hotpotqa, train:5ae01ee255429925eb1afc1a, text, multi-hop)
(hotpotqa, train:5a8646c7554299211dda2ae0, text, multi-hop)
(hotpotqa, train:5ab2eeae554299166977413e, text, multi-hop)
(hotpotqa, train:5a724ace5542990c210a40c1, text, multi-hop)
(hotpotqa, train:5ae17d8355429901ffe4aea8, text, multi-hop)
(hotpotqa, train:5ae52f7555429908b6326556, text, multi-hop)
(hotpotqa, train:5ac475035542995c82c4ad4d, text, multi-hop)
(hotpotqa, train:5add55ae5542992200553ab9, text, multi-hop)
(hotpotqa, train:5ab525e65542996a3a96a038, text, multi-hop)
(hotpotqa, train:5a8f4f2f5542997ba9cb3230, text, multi-hop)
(hotpotqa, train:5a79c91f554299148911fa51, text, single-hop)
(hotpotqa, train:5a77ac415542995d83181266, text, multi-hop)
(hotpotqa, train:5a7637e05542994ccc91871d, text, single-hop)
(hotpotqa, train:5ab209f0554299340b52547b, text, multi-hop)
(hotpotqa, train:5abc0ed45542996583600418, text, multi-hop)
(hotpotqa, train:5ab5c1fc554299488d4d9a17, text, single-hop)
(hotpotqa, train:5a848be45542992ef85e2423, text, single-hop)
(hotpotqa, train:5a874e045542996432c57259, text, multi-hop)
(hotpotqa, train:5ac136d65542996f0d89cc73, text, multi-hop)
(hotpotqa, train:5ac421d55542997ea680ca0d, text, multi-hop)
(hotpotqa, train:5a8c8e21554299585d9e36dd, text, multi-hop)
(hotpotqa, train:5a761ad655429976ec32bd0a, text, single-hop)
(hotpotqa, train:5ac0d670554299294b21902a, text, multi-hop)
(hotpotqa, train:5a7d0d53554299683c1c641f, text, multi-hop)
(hotpotqa, train:5ae0ca9d55429924de1b7174, text, single-hop)
(hotpotqa, train:5ab7cc2f55429928e1fe3907, text, multi-hop)
(hotpotqa, train:5ae235455542992decbdcc5f, text, single-hop)
(hotpotqa, train:5abdb4125542996e802b4818, text, multi-hop)
(hotpotqa, train:5a7906b155429974737f7948, text, multi-hop)
(hotpotqa, train:5adcd46c5542992c1e3a2422, text, multi-hop)
(hotpotqa, train:5ae361185542994393b9e698, text, multi-hop)
(hotpotqa, train:5ae3e5d15542994393b9e7a0, text, multi-hop)
(hotpotqa, train:5aba5b28554299232ef4a2ac, text, multi-hop)
(hotpotqa, train:5a7c40665542996dd594b8e7, text, single-hop)
(hotpotqa, train:5ab6225e554299637185c66d, text, multi-hop)
(hotpotqa, train:5a73c29f55429905862fe0b3, text, multi-hop)
(hotpotqa, train:5a86a5675542996432c571dc, text, multi-hop)
(hotpotqa, train:5abbd5cd554299642a094b56, text, multi-hop)
(hotpotqa, train:5a7f9e605542994857a76780, text, multi-hop)
(hotpotqa, train:5a7a40c95542994f819ef195, text, multi-hop)
(hotpotqa, train:5ae5a608554299546bf82f04, text, multi-hop)
(hotpotqa, train:5abaa1b355429939ce03dd3e, text, multi-hop)
(hotpotqa, train:5ab7ef045542993667794056, text, multi-hop)
(hotpotqa, train:5ac23fc7554299636651994c, text, single-hop)
(hotpotqa, train:5a7e06505542995f4f402398, text, single-hop)
(hotpotqa, train:5ac128e45542996f0d89cc71, text, single-hop)
(hotpotqa, train:5ab48e015542991779162cda, text, multi-hop)
(hotpotqa, train:5ae5fe995542996de7b71ac5, text, multi-hop)
(hotpotqa, train:5a83557b554299123d8c20f1, text, single-hop)
(hotpotqa, train:5ae72f66554299572ea5476b, text, multi-hop)
(hotpotqa, train:5a8ce192554299585d9e3750, text, single-hop)
(hotpotqa, train:5ab9d31655429939ce03dc34, text, multi-hop)
(hotpotqa, train:5a7a52575542990783324f10, text, multi-hop)
(hotpotqa, train:5adec14c554299728e26c7c1, text, multi-hop)
(hotpotqa, train:5a7153515542994082a3e7d8, text, multi-hop)
(hotpotqa, train:5ac240c755429951e9e684ee, text, multi-hop)
(hotpotqa, train:5a8458c05542990548d0b28c, text, multi-hop)
(hotpotqa, train:5a82101d55429926c1cdae20, text, multi-hop)
(hotpotqa, train:5ab5d6a6554299488d4d9a45, text, multi-hop)
(hotpotqa, train:5ac3e022554299204fd21eac, text, single-hop)
(hotpotqa, train:5ac069d35542996f0d89cbac, text, single-hop)
(hotpotqa, train:5a7918db55429907847277b1, text, multi-hop)
(hotpotqa, train:5a8481e05542997175ce1ed5, text, multi-hop)
(hotpotqa, train:5abcf92c55429959677d6b8c, text, multi-hop)
(hotpotqa, train:5ae60ee6554299546bf83051, text, multi-hop)
(hotpotqa, train:5a7220c855429971e9dc92ab, text, single-hop)
(hotpotqa, train:5ac507ce55429924173fb568, text, multi-hop)
(hotpotqa, train:5a86f8c755429960ec39b6f4, text, single-hop)
(hotpotqa, train:5ae4923c5542995ad6573da9, text, multi-hop)
(hotpotqa, train:5ac49f495542997ea680ca9e, text, single-hop)
(hotpotqa, train:5aba635155429939ce03dcba, text, multi-hop)
(hotpotqa, train:5a8461e85542992ef85e23d5, text, single-hop)
(hotpotqa, train:5ac01dfe5542996f0d89cb26, text, multi-hop)
(hotpotqa, train:5a7b4e7655429927d897bf7d, text, multi-hop)
(hotpotqa, train:5a846b41554299123d8c224d, text, multi-hop)
(hotpotqa, train:5a721ecc55429971e9dc9297, text, multi-hop)
(hotpotqa, train:5add2ab85542992ae4cec4c6, text, single-hop)
(hotpotqa, train:5a873fbd5542994846c1cd30, text, multi-hop)
(hotpotqa, train:5a8eddef55429917b4a5bdf9, text, multi-hop)
(hotpotqa, train:5a7cac0b55429907fabeeffb, text, multi-hop)
(hotpotqa, train:5adcfab15542990d50227d7b, text, multi-hop)
(hotpotqa, train:5a79caae5542994f819ef0a0, text, single-hop)
(hotpotqa, train:5a8882de554299206df2b2cc, text, multi-hop)
(hotpotqa, train:5a8a463255429930ff3c0d4d, text, multi-hop)
