(scienceqa, train:1, science, geography)
(scienceqa, train:1987, science, chemistry)
(scienceqa, train:1988, science, chemistry)
(scienceqa, train:1989, science, biology)
(scienceqa, train:1992, science, biology)
(scienceqa, train:1993, science, physics)
(scienceqa, train:1994, science, physics)
(scienceqa, train:1995, science, geography)
(scienceqa, train:1996, science, physics)
(scienceqa, train:1998, science, geography)
(scienceqa, train:2000, science, physics)
(scienceqa, train:2001, science, geography)
(scienceqa, train:2002, culture and education, language and literature)
(scienceqa, train:2003, culture and education, language and literature)
(scienceqa, train:2004, culture and education, language and literature)
(scienceqa, train:2008, science, chemistry)
(scienceqa, train:2010, science, biology)
(scienceqa, train:2011, science, mathematics)
(scienceqa, train:2012, science, biology)
(scienceqa, train:2013, science, physics)
(scienceqa, train:2014, economics, business and finance)
(scienceqa, train:2016, science, physics)
(scienceqa, train:2017, science, biology)
(scienceqa, train:2020, science, geography)
(scienceqa, train:2021, science, biology)
(scienceqa, train:2022, culture and education, language and literature)
(scienceqa, train:2023, science, physics)
(scienceqa, train:2024, science, geography)
(scienceqa, train:2025, science, physics)
(scienceqa, train:2026, culture and education, language and literature)
(scienceqa, train:2027, society, history)
(scienceqa, train:2029, science, physics)
(scienceqa, train:2030, science, chemistry)
(scienceqa, train:2032, science, physics)
(scienceqa, train:2033, culture and education, language and literature)
(scienceqa, train:2034, science, chemistry)
(scienceqa, train:2035, economics, business and finance)
(scienceqa, train:2039, science, biology)
(scienceqa, train:2040, science, biology)
(scienceqa, train:2042, science, biology)
(scienceqa, train:2043, economics, business and finance)
(scienceqa, train:2044, science, physics)
(scienceqa, train:2046, economics, business and finance)
(scienceqa, train:2047, science, biology)
(scienceqa, train:2048, culture and education, language and literature)
(scienceqa, train:2049, science, physics)
(scienceqa, train:2050, science, biology)
(scienceqa, train:2052, science, geography)
(scienceqa, train:2053, science, biology)
(scienceqa, train:2054, science, physics)
(scienceqa, train:2057, science, biology)
(scienceqa, train:2058, culture and education, language and literature)
(scienceqa, train:2062, culture and education, language and literature)
(scienceqa, train:2063, science, biology)
(scienceqa, train:2065, science, biology)
(scienceqa, train:2066, science, physics)
(scienceqa, train:2067, culture and education, language and literature)
(scienceqa, train:2068, science, geography)
(scienceqa, train:2069, science, geography)
(scienceqa, train:2072, science, chemistry)
(scienceqa, train:2075, science, chemistry)
(scienceqa, train:2076, science, physics)
(scienceqa, train:2077, society, history)
(scienceqa, train:2079, culture and education, language and literature)
(scienceqa, train:2080, science, chemistry)
(scienceqa, train:2084, science, biology)
(scienceqa, train:2085, science, biology)
(scienceqa, train:2086, science, mathematics)
(scienceqa, train:2087, science, chemistry)
(scienceqa, train:2089, science, biology)
(scienceqa, train:2090, culture and education, language and literature)
(scienceqa, train:2091, culture and education, language and literature)
(scienceqa, train:2092, culture and education, language and literature)
(scienceqa, train:2093, science, geography)
(scienceqa, train:2094, science, chemistry)
(scienceqa, train:2097, science, chemistry)
(scienceqa, train:2099, culture and education, language and literature)
(scienceqa, train:2100, science, biology)
(scienceqa, train:2101, culture and education, language and literature)
(scienceqa, train:2103, science, biology)
(scienceqa, train:2104, science, biology)
(scienceqa, train:2105, science, geography)
(scienceqa, train:2106, culture and education, language and literature)
(scienceqa, train:2111, science, chemistry)
(scienceqa, train:2112, science, physics)
(scienceqa, train:2113, science, geography)
(scienceqa, train:2114, science, chemistry)
(scienceqa, train:2116, science, chemistry)
(scienceqa, train:2117, science, geography)
(scienceqa, train:2119, science, physics)
(scienceqa, train:2120, science, physics)
(scienceqa, train:2121, science, biology)
(scienceqa, train:2123, culture and education, language and literature)
(scienceqa, train:2124, science, physics)
(scienceqa, train:2127, science, physics)
(scienceqa, train:2128, science, chemistry)
(scienceqa, train:2130, science, geography)
(scienceqa, train:2132, economics, business and finance)
(scienceqa, train:2133, culture and education, language and literature)
(scienceqa, train:2135, culture and education, language and literature)
(scienceqa, train:2139, science, geography)
(scienceqa, train:2140, science, physics)
(scienceqa, train:2142, culture and education, language and literature)
(scienceqa, train:2143, science, biology)
(scienceqa, train:2145, science, physics)
(scienceqa, train:2146, economics, business and finance)
(scienceqa, train:2150, science, chemistry)
(scienceqa, train:2151, society, social science)
(scienceqa, train:2153, science, physics)
(scienceqa, train:2154, science, physics)
(scienceqa, train:2155, science, geography)
(scienceqa, train:2156, society, geography)
(scienceqa, train:2157, science, geography)
(scienceqa, train:2159, science, biology)
(scienceqa, train:2160, science, chemistry)
(scienceqa, train:2161, science, chemistry)
(scienceqa, train:2167, science, biology)
(scienceqa, train:2168, science, geography)
(scienceqa, train:2170, science, biology)
(scienceqa, train:2171, culture and education, language and literature)
(scienceqa, train:2172, science, physics)
(scienceqa, train:2177, science, biology)
(scienceqa, train:2178, culture and education, language and literature)
(scienceqa, train:2179, culture and education, language and literature)
(scienceqa, train:2180, science, biology)
(scienceqa, train:2181, science, biology)
(scienceqa, train:2182, culture and education, language and literature)
(scienceqa, train:2190, science, chemistry)
(scienceqa, train:2192, science, biology)
(scienceqa, train:2195, science, physics)
(scienceqa, train:2196, science, biology)
(scienceqa, train:2197, science, geography)
(scienceqa, train:2198, science, biology)
(scienceqa, train:2201, science, geography)
(scienceqa, train:2202, science, chemistry)
(scienceqa, train:2204, science, physics)
(scienceqa, train:2206, culture and education, language and literature)
(scienceqa, train:2207, science, physics)
(scienceqa, train:2208, science, biology)
(scienceqa, train:2211, science, biology)
(scienceqa, train:2212, science, biology)
(scienceqa, train:2213, science, chemistry)
(scienceqa, train:2214, science, biology)
(scienceqa, train:2215, science, chemistry)
(scienceqa, train:2216, science, mathematics)
(scienceqa, train:2217, science, biology)
(scienceqa, train:2218, science, biology)
(scienceqa, train:2219, science, biology)
(scienceqa, train:2220, economics, business and finance)
(scienceqa, train:2225, science, biology)
(scienceqa, train:2227, science, geography)
(scienceqa, train:2228, science, physics)
(scienceqa, train:2230, science, integrated science)
(scienceqa, train:2231, science, physics)
(scienceqa, train:2233, science, chemistry)
(scienceqa, train:2234, science, biology)
(scienceqa, train:2235, science, physics)
(scienceqa, train:2236, culture and education, language and literature)
(scienceqa, train:2237, culture and education, language and literature)
(scienceqa, train:2240, culture and education, language and literature)
(scienceqa, train:2242, culture and education, language and literature)
(scienceqa, train:2243, science, geography)
(scienceqa, train:2246, science, biology)
(scienceqa, train:2247, culture and education, language and literature)
(scienceqa, train:2248, culture and education, language and literature)
(scienceqa, train:2250, science, chemistry)
(scienceqa, train:2252, culture and education, language and literature)
(scienceqa, train:2253, culture and education, language and literature)
(scienceqa, train:2254, science, physics)
(scienceqa, train:2257, economics, business and finance)
(scienceqa, train:2258, science, geography)
(scienceqa, train:2261, science, physics)
(scienceqa, train:2263, science, biology)
(scienceqa, train:2264, science, biology)
(scienceqa, train:2265, culture and education, language and literature)
(scienceqa, train:2266, science, chemistry)
(scienceqa, train:2267, science, chemistry)
(scienceqa, train:2268, science, physics)
(scienceqa, train:2271, science, chemistry)
(scienceqa, train:2273, economics, business and finance)
(scienceqa, train:2277, science, biology)
(scienceqa, train:2278, science, biology)
(scienceqa, train:2279, culture and education, language and literature)
(scienceqa, train:2280, science, geography)
(scienceqa, train:2281, science, geography)
(scienceqa, train:2283, science, geography)
(scienceqa, train:2284, science, mathematics)
(scienceqa, train:2285, science, physics)
(scienceqa, train:2287, science, physics)
(scienceqa, train:2288, science, geography)
(scienceqa, train:2291, science, geography)
(scienceqa, train:2293, culture and education, language and literature)
(scienceqa, train:2294, science, geography)
(scienceqa, train:2296, science, physics)
(scienceqa, train:2298, culture and education, language and literature)
(scienceqa, train:2299, economics, business and finance)
(scienceqa, train:2301, culture and education, language and literature)
(scienceqa, train:2302, science, geography)
(scienceqa, train:2303, science, physics)
(scienceqa, train:2304, science, chemistry)
(scienceqa, train:2305, science, physics)
(scienceqa, train:2306, science, biology)
(scienceqa, train:2310, science, biology)
(scienceqa, train:2313, science, physics)
(scienceqa, train:2314, science, biology)
(scienceqa, train:2316, science, physics)
(scienceqa, train:2318, science, geography)
(scienceqa, train:2319, science, chemistry)
(scienceqa, train:2322, science, physics)
(scienceqa, train:2323, science, physics)
(scienceqa, train:2324, science, physics)
(scienceqa, train:2329, culture and education, language and literature)
(scienceqa, train:2330, science, physics)
(scienceqa, train:2331, science, physics)
(scienceqa, train:2333, culture and education, language and literature)
(scienceqa, train:2335, society, history)
(scienceqa, train:2336, science, biology)
(scienceqa, train:2337, science, geography)
(scienceqa, train:2339, science, biology)
(scienceqa, train:2341, science, geography)
(scienceqa, train:2342, science, geography)
(scienceqa, train:2344, science, physics)
(scienceqa, train:2345, science, geography)
(scienceqa, train:2346, science, physics)
(scienceqa, train:2350, culture and education, language and literature)
(scienceqa, train:2351, science, biology)
(scienceqa, train:2353, science, physics)
(scienceqa, train:2354, science, biology)
(scienceqa, train:2356, culture and education, language and literature)
(scienceqa, train:2357, culture and education, language and literature)
(scienceqa, train:2358, science, geography)
(scienceqa, train:2361, science, geography)
(scienceqa, train:2363, science, chemistry)
(scienceqa, train:2365, science, biology)
(scienceqa, train:2367, science, physics)
(scienceqa, train:2371, science, physics)
(scienceqa, train:2373, science, geography)
(scienceqa, train:2374, culture and education, language and literature)
(scienceqa, train:2375, science, biology)
(scienceqa, train:2378, science, physics)
(scienceqa, train:2379, science, geography)
(scienceqa, train:2385, science, physics)
(scienceqa, train:2386, science, physics)
(scienceqa, train:2387, science, geography)
(scienceqa, train:2389, science, biology)
(scienceqa, train:2390, culture and education, language and literature)
(scienceqa, train:2394, culture and education, language and literature)
(scienceqa, train:2396, culture and education, language and literature)
(scienceqa, train:2398, science, chemistry)
(scienceqa, train:2403, science, chemistry)
(scienceqa, train:2404, science, physics)
(scienceqa, train:2405, culture and education, language and literature)
(scienceqa, train:2408, culture and education, language and literature)
(scienceqa, train:2409, science, biology)
(scienceqa, train:2411, science, biology)
(scienceqa, train:2412, science, physics)
(scienceqa, train:2414, science, physics)
(scienceqa, train:2416, science, biology)
(scienceqa, train:2417, culture and education, language and literature)
(scienceqa, train:2419, science, physics)
(scienceqa, train:2420, science, biology)
(scienceqa, train:2421, science, biology)
(scienceqa, train:2422, science, physics)
(scienceqa, train:2424, society, history)
(scienceqa, train:2425, culture and education, language and literature)
(scienceqa, train:2426, science, chemistry)
(scienceqa, train:2428, culture and education, language and literature)
(scienceqa, train:2431, science, biology)
(scienceqa, train:2434, science, biology)
(scienceqa, train:2435, science, chemistry)
(scienceqa, train:2438, culture and education, language and literature)
(scienceqa, train:2439, science, biology)
(scienceqa, train:2440, culture and education, language and literature)
(scienceqa, train:2441, science, geography)
(scienceqa, train:2442, science, mathematics)
(scienceqa, train:2444, culture and education, language and literature)
(scienceqa, train:2446, science, geography)
(scienceqa, train:2448, science, chemistry)
(scienceqa, train:2449, culture and education, language and literature)
(scienceqa, train:2450, science, biology)
(scienceqa, train:2451, science, geography)
(scienceqa, train:2453, society, history)
(scienceqa, train:2454, science, chemistry)
(scienceqa, train:2455, science, physics)
(scienceqa, train:2456, science, geography)
(scienceqa, train:2457, culture and education, language and literature)
(scienceqa, train:2462, science, biology)
(scienceqa, train:2463, science, biology)
(scienceqa, train:2464, science, biology)
(scienceqa, train:2466, culture and education, language and literature)
(scienceqa, train:2467, culture and education, language and literature)
(scienceqa, train:2468, science, chemistry)
(scienceqa, train:2469, science, physics)
(scienceqa, train:2470, science, geography)
(scienceqa, train:2471, culture and education, language and literature)
(scienceqa, train:2472, culture and education, language and literature)
(scienceqa, train:2474, science, chemistry)
(scienceqa, train:2476, science, physics)
(scienceqa, train:2477, science, physics)
(scienceqa, train:2478, science, physics)
(scienceqa, train:2482, science, mathematics)
(scienceqa, train:2483, science, biology)
(scienceqa, train:2484, science, biology)
(scienceqa, train:2485, science, biology)
(scienceqa, train:2488, science, chemistry)
(scienceqa, train:2490, science, biology)
(scienceqa, train:2492, science, chemistry)
(scienceqa, train:2495, science, biology)
(scienceqa, train:2496, culture and education, language and literature)
(scienceqa, train:2497, science, geography)
(scienceqa, train:2498, science, biology)
(scienceqa, train:2503, science, biology)
(scienceqa, train:2504, science, biology)
(scienceqa, train:2505, culture and education, language and literature)
(scienceqa, train:2506, science, physics)
(scienceqa, train:2507, culture and education, language and literature)
(scienceqa, train:2509, science, physics)
(scienceqa, train:2511, science, physics)
(scienceqa, train:2512, science, physics)
(scienceqa, train:2514, science, physics)
(scienceqa, train:2515, science, chemistry)
(scienceqa, train:2516, science, geography)
(scienceqa, train:2518, science, chemistry)
(scienceqa, train:2519, science, chemistry)
(scienceqa, train:2520, science, biology)
(scienceqa, train:2521, science, chemistry)
(scienceqa, train:2525, society, geography)
(scienceqa, train:2526, science, biology)
(scienceqa, train:2527, society, history)
(scienceqa, train:2528, science, physics)
(scienceqa, train:2529, science, geography)
(scienceqa, train:2530, science, physics)
(scienceqa, train:2532, science, geography)
(scienceqa, train:2533, science, biology)
(scienceqa, train:2535, culture and education, language and literature)
(scienceqa, train:2536, science, geography)
(scienceqa, train:2541, science, biology)
(scienceqa, train:2545, science, physics)
(scienceqa, train:2546, science, physics)
(scienceqa, train:2549, science, biology)
(scienceqa, train:2554, science, physics)
(scienceqa, train:2555, science, physics)
(scienceqa, train:2556, science, chemistry)
(scienceqa, train:2557, science, physics)
(scienceqa, train:2558, science, physics)
(scienceqa, train:2559, science, biology)
(scienceqa, train:2561, science, physics)
(scienceqa, train:2562, science, biology)
(scienceqa, train:2563, science, geography)
(scienceqa, train:2564, culture and education, language and literature)
(scienceqa, train:2567, science, physics)
(scienceqa, train:2568, science, biology)
(scienceqa, train:2570, society, geography)
(scienceqa, train:2571, science, chemistry)
(scienceqa, train:2572, society, history)
(scienceqa, train:2573, culture and education, language and literature)
(scienceqa, train:2575, science, physics)
(scienceqa, train:2576, science, biology)
(scienceqa, train:2577, science, physics)
(scienceqa, train:2578, science, geography)
(scienceqa, train:2580, science, mathematics)
(scienceqa, train:2581, science, physics)
(scienceqa, train:2582, culture and education, language and literature)
(scienceqa, train:2583, science, physics)
(scienceqa, train:2586, culture and education, language and literature)
(scienceqa, train:2590, science, physics)
(scienceqa, train:2591, science, geography)
(scienceqa, train:2593, science, chemistry)
(scienceqa, train:2598, science, biology)
(scienceqa, train:2599, science, biology)
(scienceqa, train:2600, science, biology)
(scienceqa, train:2601, culture and education, language and literature)
(scienceqa, train:2603, science, geography)
(scienceqa, train:2605, science, physics)
(scienceqa, train:2607, science, biology)
(scienceqa, train:2608, science, chemistry)
(scienceqa, train:2609, science, geography)
(scienceqa, train:2610, science, physics)
(scienceqa, train:2612, science, physics)
(scienceqa, train:2613, science, physics)
(scienceqa, train:2614, science, biology)
(scienceqa, train:2615, culture and education, language and literature)
(scienceqa, train:2616, science, biology)
(scienceqa, train:2617, science, physics)
(scienceqa, train:2618, science, biology)
(scienceqa, train:2619, culture and education, language and literature)
(scienceqa, train:2623, science, chemistry)
(scienceqa, train:2625, economics, business and finance)
(scienceqa, train:2627, culture and education, language and literature)
(scienceqa, train:2628, science, biology)
(scienceqa, train:2629, science, geography)
(scienceqa, train:2630, society, geography)
(scienceqa, train:2631, science, biology)
(scienceqa, train:2633, culture and education, language and literature)
(scienceqa, train:2636, culture and education, language and literature)
(scienceqa, train:2637, science, geography)
(scienceqa, train:2639, science, physics)
(scienceqa, train:2640, science, geography)
(scienceqa, train:2643, science, biology)
(scienceqa, train:2645, science, physics)
(scienceqa, train:2647, culture and education, language and literature)
(scienceqa, train:2648, economics, business and finance)
(scienceqa, train:2649, science, physics)
(scienceqa, train:2650, science, chemistry)
(scienceqa, train:2651, science, physics)
(scienceqa, train:2654, science, biology)
(scienceqa, train:2656, science, biology)
(scienceqa, train:2658, science, physics)
(scienceqa, train:2662, science, biology)
(scienceqa, train:2663, science, biology)
(scienceqa, train:2664, science, geography)
(scienceqa, train:2667, science, physics)
(scienceqa, train:2671, science, physics)
(scienceqa, train:2674, science, chemistry)
(scienceqa, train:2676, culture and education, language and literature)
(scienceqa, train:2679, science, physics)
(scienceqa, train:2681, culture and education, language and literature)
(scienceqa, train:2682, economics, business and finance)
(scienceqa, train:2686, culture and education, language and literature)
(scienceqa, train:2687, science, biology)
(scienceqa, train:2689, science, physics)
(scienceqa, train:2691, science, biology)
(scienceqa, train:2692, science, biology)
(scienceqa, train:2693, science, physics)
(scienceqa, train:2695, science, geography)
(scienceqa, train:2698, science, chemistry)
(scienceqa, train:2701, science, biology)
(scienceqa, train:2702, science, physics)
(scienceqa, train:2703, science, geography)
(scienceqa, train:2705, science, geography)
(scienceqa, train:2706, science, chemistry)
(scienceqa, train:2707, science, physics)
(scienceqa, train:2709, science, geography)
(scienceqa, train:2710, science, physics)
(scienceqa, train:2711, science, biology)
(scienceqa, train:2713, society, geography)
(scienceqa, train:2714, science, biology)
(scienceqa, train:2717, science, physics)
(scienceqa, train:2718, science, geography)
(scienceqa, train:2719, economics, business and finance)
(scienceqa, train:2720, society, geography)
(scienceqa, train:2721, science, biology)
(scienceqa, train:2723, science, chemistry)
(scienceqa, train:2726, science, geography)
(scienceqa, train:2728, culture and education, language and literature)
(scienceqa, train:2729, science, geography)
(scienceqa, train:2730, science, geography)
(scienceqa, train:2732, science, biology)
(scienceqa, train:2735, culture and education, language and literature)
(scienceqa, train:2736, science, physics)
(scienceqa, train:2738, science, chemistry)
(scienceqa, train:2739, science, biology)
(scienceqa, train:2743, science, physics)
(scienceqa, train:2746, science, chemistry)
(scienceqa, train:2747, science, geography)
(scienceqa, train:2748, science, biology)
(scienceqa, train:2750, science, chemistry)
(scienceqa, train:2751, science, geography)
(scienceqa, train:2752, culture and education, language and literature)
(scienceqa, train:2753, science, geography)
(scienceqa, train:2755, culture and education, language and literature)
(scienceqa, train:2757, science, physics)
(scienceqa, train:2762, science, biology)
(scienceqa, train:2765, culture and education, language and literature)
(scienceqa, train:2768, science, biology)
(scienceqa, train:2770, science, physics)
(scienceqa, train:2772, science, physics)
(scienceqa, train:2773, science, geography)
(scienceqa, train:2775, science, engineering)
(scienceqa, train:2776, culture and education, language and literature)
(scienceqa, train:2777, science, chemistry)
(scienceqa, train:2778, science, biology)
(scienceqa, train:2780, science, mathematics)
(scienceqa, train:2781, society, history)
(scienceqa, train:2782, science, chemistry)
(scienceqa, train:2784, culture and education, language and literature)
(scienceqa, train:2786, science, physics)
(scienceqa, train:2787, culture and education, language and literature)
(scienceqa, train:2794, science, chemistry)
(scienceqa, train:2797, economics, business and finance)
(scienceqa, train:2799, society, geography)
(scienceqa, train:2802, science, chemistry)
(scienceqa, train:2803, science, chemistry)
(scienceqa, train:2804, science, biology)
(scienceqa, train:2805, culture and education, language and literature)
(scienceqa, train:2806, science, biology)
(scienceqa, train:2807, science, chemistry)
(scienceqa, train:2808, science, biology)
(scienceqa, train:2809, science, biology)
(scienceqa, train:2810, science, biology)
(scienceqa, train:2811, science, biology)
(scienceqa, train:2812, science, chemistry)
(scienceqa, train:2813, science, chemistry)
(scienceqa, train:2815, science, geography)
(scienceqa, train:2816, science, geography)
(scienceqa, train:2818, society, history)
(scienceqa, train:2819, science, physics)
(scienceqa, train:2820, culture and education, language and literature)
(scienceqa, train:2825, science, biology)
(scienceqa, train:2826, science, biology)
(scienceqa, train:2829, science, physics)
(scienceqa, train:2831, science, chemistry)
(scienceqa, train:2832, culture and education, language and literature)
(scienceqa, train:2834, science, physics)
(scienceqa, train:2835, culture and education, language and literature)
(scienceqa, train:2836, science, geography)
(scienceqa, train:2837, society, geography)
(scienceqa, train:2840, culture and education, language and literature)
(scienceqa, train:2841, science, physics)
(scienceqa, train:2842, science, biology)
(scienceqa, train:2843, science, physics)
(scienceqa, train:2844, culture and education, language and literature)
(scienceqa, train:2846, science, biology)
(scienceqa, train:2847, culture and education, language and literature)
(scienceqa, train:2848, science, biology)
(scienceqa, train:2849, science, chemistry)
(scienceqa, train:2850, science, physics)
(scienceqa, train:2851, science, biology)
(scienceqa, train:2852, culture and education, language and literature)
(scienceqa, train:2853, society, history)
(scienceqa, train:2854, science, geography)
(scienceqa, train:2855, science, physics)
(scienceqa, train:2856, society, history)
(scienceqa, train:2858, science, physics)
(scienceqa, train:2859, science, chemistry)
(scienceqa, train:2860, science, physics)
(scienceqa, train:2862, science, physics)
(scienceqa, train:2863, science, chemistry)
(scienceqa, train:2865, culture and education, language and literature)
(scienceqa, train:2867, economics, business and finance)
(scienceqa, train:2869, science, physics)
(scienceqa, train:2873, science, physics)
(scienceqa, train:2880, science, geography)
(scienceqa, train:2881, science, biology)
(scienceqa, train:2882, science, chemistry)
(scienceqa, train:2884, science, geography)
(scienceqa, train:2885, culture and education, language and literature)
(scienceqa, train:2887, science, physics)
(scienceqa, train:2890, science, chemistry)
(scienceqa, train:2891, science, biology)
(scienceqa, train:2892, culture and education, language and literature)
(scienceqa, train:2893, culture and education, language and literature)
(scienceqa, train:2894, society, history)
(scienceqa, train:2896, science, biology)
(scienceqa, train:2898, science, physics)
(scienceqa, train:2899, culture and education, language and literature)
(scienceqa, train:2901, science, chemistry)
(scienceqa, train:2902, science, geography)
(scienceqa, train:2903, science, biology)
(scienceqa, train:2904, culture and education, language and literature)
(scienceqa, train:2906, culture and education, language and literature)
(scienceqa, train:2909, science, biology)
(scienceqa, train:2911, science, geography)
(scienceqa, train:2912, science, physics)
(scienceqa, train:2913, science, chemistry)
(scienceqa, train:2914, science, geography)
(scienceqa, train:2915, science, geography)
(scienceqa, train:2917, society, geography)
(scienceqa, train:2919, science, biology)
(scienceqa, train:2920, culture and education, language and literature)
(scienceqa, train:2922, science, geography)
(scienceqa, train:2924, science, biology)
(scienceqa, train:2925, culture and education, language and literature)
(scienceqa, train:2926, culture and education, language and literature)
(scienceqa, train:2927, science, biology)
(scienceqa, train:2928, science, geography)
(scienceqa, train:2930, science, biology)
(scienceqa, train:2931, science, geography)
(scienceqa, train:2932, culture and education, language and literature)
(scienceqa, train:2935, science, geography)
(scienceqa, train:2937, science, biology)
(scienceqa, train:2938, science, mathematics)
(scienceqa, train:2939, science, engineering)
(scienceqa, train:2940, science, physics)
(scienceqa, train:2942, science, physics)
(scienceqa, train:2943, science, biology)
(scienceqa, train:2944, culture and education, language and literature)
(scienceqa, train:2946, culture and education, language and literature)
(scienceqa, train:2947, science, biology)
(scienceqa, train:2948, society, geography)
(scienceqa, train:2949, science, engineering)
(scienceqa, train:2950, culture and education, language and literature)
(scienceqa, train:2951, science, physics)
(scienceqa, train:2953, science, biology)
(scienceqa, train:2954, science, physics)
(scienceqa, train:2955, culture and education, language and literature)
(scienceqa, train:2957, economics, business and finance)
(scienceqa, train:2958, culture and education, language and literature)
(scienceqa, train:2959, science, physics)
(scienceqa, train:2962, economics, business and finance)
(scienceqa, train:2963, economics, business and finance)
(scienceqa, train:2964, science, biology)
(scienceqa, train:2965, science, chemistry)
(scienceqa, train:2966, science, physics)
(scienceqa, train:2967, science, biology)
(scienceqa, train:2968, science, biology)
(scienceqa, train:2970, science, physics)
(scienceqa, train:2972, science, physics)
(scienceqa, train:2973, science, physics)
(scienceqa, train:2974, culture and education, language and literature)
(scienceqa, train:2977, culture and education, language and literature)
(scienceqa, train:2979, science, physics)
(scienceqa, train:2980, science, chemistry)
(scienceqa, train:2981, science, physics)
(scienceqa, train:2982, science, biology)
(scienceqa, train:2984, science, biology)
(scienceqa, train:2986, culture and education, language and literature)
(scienceqa, train:2987, science, geography)
(scienceqa, train:2988, science, chemistry)
(scienceqa, train:2989, science, biology)
(scienceqa, train:2990, science, physics)
(scienceqa, train:2992, science, geography)
(scienceqa, train:2995, science, physics)
(scienceqa, train:2996, science, biology)
(scienceqa, train:2997, science, biology)
(scienceqa, train:2998, science, physics)
(scienceqa, train:2999, science, mathematics)
(scienceqa, train:3000, culture and education, language and literature)
(scienceqa, train:3003, science, physics)
(scienceqa, train:3006, culture and education, language and literature)
(scienceqa, train:3007, science, biology)
(scienceqa, train:3008, science, physics)
(scienceqa, train:3009, culture and education, language and literature)
(scienceqa, train:3012, science, chemistry)
(scienceqa, train:3015, science, chemistry)
(scienceqa, train:3021, science, physics)
(scienceqa, train:3024, science, chemistry)
(scienceqa, train:3025, science, physics)
(scienceqa, train:3026, science, geography)
(scienceqa, train:3027, economics, business and finance)
(scienceqa, train:3028, science, physics)
(scienceqa, train:3031, science, geography)
(scienceqa, train:3032, science, biology)
(scienceqa, train:3034, science, physics)
(scienceqa, train:3035, science, physics)
(scienceqa, train:3038, culture and education, language and literature)
(scienceqa, train:3039, culture and education, language and literature)
(scienceqa, train:3040, science, physics)
(scienceqa, train:3042, science, physics)
(scienceqa, train:3043, science, geography)
(scienceqa, train:3045, culture and education, language and literature)
(scienceqa, train:3046, science, biology)
(scienceqa, train:3047, science, physics)
(scienceqa, train:3048, culture and education, language and literature)
(scienceqa, train:3049, science, biology)
(scienceqa, train:3050, science, chemistry)
(scienceqa, train:3052, culture and education, language and literature)
(scienceqa, train:3054, science, biology)
(scienceqa, train:3055, science, physics)
(scienceqa, train:3057, science, physics)
(scienceqa, train:3058, science, geography)
(scienceqa, train:3061, culture and education, language and literature)
(scienceqa, train:3062, science, geography)
(scienceqa, train:3063, science, biology)
(scienceqa, train:3065, culture and education, language and literature)
(scienceqa, train:3066, science, geography)
(scienceqa, train:3068, science, physics)
(scienceqa, train:3071, culture and education, language and literature)
(scienceqa, train:3073, science, chemistry)
(scienceqa, train:3074, science, physics)
(scienceqa, train:3075, science, physics)
(scienceqa, train:3076, science, biology)
(scienceqa, train:3078, science, physics)
(scienceqa, train:3079, science, biology)
(scienceqa, train:3080, science, geography)
(scienceqa, train:3081, science, chemistry)
(scienceqa, train:3083, science, chemistry)
(scienceqa, train:3084, science, biology)
(scienceqa, train:3085, science, biology)
(scienceqa, train:3086, science, physics)
(scienceqa, train:3090, science, biology)
(scienceqa, train:3091, science, biology)
(scienceqa, train:3092, science, chemistry)
(scienceqa, train:3094, science, geography)
(scienceqa, train:3095, science, engineering)
(scienceqa, train:3096, science, biology)
(scienceqa, train:3097, science, physics)
(scienceqa, train:3099, science, biology)
(scienceqa, train:3100, science, physics)
(scienceqa, train:3101, society, geography)
(scienceqa, train:3102, science, chemistry)
(scienceqa, train:3104, science, geography)
(scienceqa, train:3106, science, physics)
(scienceqa, train:3111, science, chemistry)
(scienceqa, train:3116, science, biology)
(scienceqa, train:3117, science, geography)
(scienceqa, train:3119, science, physics)
(scienceqa, train:3122, science, physics)
(scienceqa, train:3126, science, biology)
(scienceqa, train:3127, society, geography)
(scienceqa, train:3128, culture and education, language and literature)
(scienceqa, train:3129, science, physics)
(scienceqa, train:3130, science, biology)
(scienceqa, train:3131, science, physics)
(scienceqa, train:3133, science, physics)
(scienceqa, train:3134, science, physics)
(scienceqa, train:3135, science, physics)
(scienceqa, train:3136, science, biology)
(scienceqa, train:3139, science, physics)
(scienceqa, train:3140, culture and education, language and literature)
(scienceqa, train:3142, science, geography)
(scienceqa, train:3143, science, biology)
(scienceqa, train:3145, science, biology)
(scienceqa, train:3146, science, physics)
(scienceqa, train:3148, science, chemistry)
(scienceqa, train:3149, culture and education, language and literature)
(scienceqa, train:3150, culture and education, language and literature)
(scienceqa, train:3151, culture and education, language and literature)
(scienceqa, train:3152, science, biology)
(scienceqa, train:3154, science, geography)
(scienceqa, train:3155, science, geography)
(scienceqa, train:3158, economics, business and finance)
(scienceqa, train:3159, science, physics)
(scienceqa, train:3165, science, physics)
(scienceqa, train:3166, science, biology)
(scienceqa, train:3167, science, physics)
(scienceqa, train:3169, society, history)
(scienceqa, train:3170, science, chemistry)
(scienceqa, train:3171, science, geography)
(scienceqa, train:3173, culture and education, language and literature)
(scienceqa, train:3175, science, geography)
(scienceqa, train:3178, science, physics)
(scienceqa, train:3179, science, geography)
(scienceqa, train:3180, economics, business and finance)
(scienceqa, train:3181, science, biology)
(scienceqa, train:3182, science, physics)
(scienceqa, train:3184, science, biology)
